"","word","sentiment"
"1214","dislocated","negative"
"1215","disloyal","negative"
"1216","disloyalty","negative"
"1217","dismal","negative"
"1218","dismally","negative"
"1219","dismalness","negative"
"1220","dismay","negative"
"1221","dismayed","negative"
"1222","dismaying","negative"
"1223","dismayingly","negative"
"1224","dismissive","negative"
"1225","dismissively","negative"
"1226","disobedience","negative"
"1227","disobedient","negative"
"1228","disobey","negative"
"1229","disoobedient","negative"
"1230","disorder","negative"
"1231","disordered","negative"
"1232","disorderly","negative"
"1233","disorganized","negative"
"1234","disorient","negative"
"1235","disoriented","negative"
"1236","disown","negative"
"1237","disparage","negative"
"1238","disparaging","negative"
"1239","disparagingly","negative"
"1240","dispensable","negative"
"1241","dispirit","negative"
"1242","dispirited","negative"
"1243","dispiritedly","negative"
"1244","dispiriting","negative"
"1245","displace","negative"
"1246","displaced","negative"
"1247","displease","negative"
"1248","displeased","negative"
"1249","displeasing","negative"
"1250","displeasure","negative"
"1251","disproportionate","negative"
"1252","disprove","negative"
"1253","disputable","negative"
"1254","dispute","negative"
"1255","disputed","negative"
"1256","disquiet","negative"
"1257","disquieting","negative"
"1258","disquietingly","negative"
"1259","disquietude","negative"
"1260","disregard","negative"
"1261","disregardful","negative"
"1262","disreputable","negative"
"1263","disrepute","negative"
"1264","disrespect","negative"
"1265","disrespectable","negative"
"1266","disrespectablity","negative"
"1267","disrespectful","negative"
"1268","disrespectfully","negative"
"1269","disrespectfulness","negative"
"1270","disrespecting","negative"
"1271","disrupt","negative"
"1272","disruption","negative"
"1273","disruptive","negative"
"1274","diss","negative"
"1275","dissapointed","negative"
"1276","dissappointed","negative"
"1277","dissappointing","negative"
"1278","dissatisfaction","negative"
"1279","dissatisfactory","negative"
"1280","dissatisfied","negative"
"1281","dissatisfies","negative"
"1282","dissatisfy","negative"
"1283","dissatisfying","negative"
"1284","dissed","negative"
"1285","dissemble","negative"
"1286","dissembler","negative"
"1287","dissension","negative"
"1288","dissent","negative"
"1289","dissenter","negative"
"1290","dissention","negative"
"1291","disservice","negative"
"1292","disses","negative"
"1293","dissidence","negative"
"1294","dissident","negative"
"1295","dissidents","negative"
"1296","dissing","negative"
"1297","dissocial","negative"
"1298","dissolute","negative"
"1299","dissolution","negative"
"1300","dissonance","negative"
"1301","dissonant","negative"
"1302","dissonantly","negative"
"1303","dissuade","negative"
"1304","dissuasive","negative"
"1305","distains","negative"
"1306","distaste","negative"
"1307","distasteful","negative"
"1308","distastefully","negative"
"1309","distort","negative"
"1310","distorted","negative"
"1311","distortion","negative"
"1312","distorts","negative"
"1313","distract","negative"
"1314","distracting","negative"
"1315","distraction","negative"
"1316","distraught","negative"
"1317","distraughtly","negative"
"1318","distraughtness","negative"
"1319","distress","negative"
"1320","distressed","negative"
"1321","distressing","negative"
"1322","distressingly","negative"
"1323","distrust","negative"
"1324","distrustful","negative"
"1325","distrusting","negative"
"1326","disturb","negative"
"1327","disturbance","negative"
"1328","disturbed","negative"
"1329","disturbing","negative"
"1330","disturbingly","negative"
"1331","disunity","negative"
"1332","disvalue","negative"
"1333","divergent","negative"
"1334","divisive","negative"
"1335","divisively","negative"
"1336","divisiveness","negative"
"1337","dizzing","negative"
"1338","dizzingly","negative"
"1339","dizzy","negative"
"1340","doddering","negative"
"1341","dodgey","negative"
"1342","dogged","negative"
"1343","doggedly","negative"
"1344","dogmatic","negative"
"1345","doldrums","negative"
"1346","domineer","negative"
"1347","domineering","negative"
"1348","donside","negative"
"1349","doom","negative"
"1350","doomed","negative"
"1351","doomsday","negative"
"1352","dope","negative"
"1353","doubt","negative"
"1354","doubtful","negative"
"1355","doubtfully","negative"
"1356","doubts","negative"
"1357","douchbag","negative"
"1358","douchebag","negative"
"1359","douchebags","negative"
"1360","downbeat","negative"
"1361","downcast","negative"
"1362","downer","negative"
"1363","downfall","negative"
"1364","downfallen","negative"
"1365","downgrade","negative"
"1366","downhearted","negative"
"1367","downheartedly","negative"
"1368","downhill","negative"
"1369","downside","negative"
"1370","downsides","negative"
"1371","downturn","negative"
"1372","downturns","negative"
"1373","drab","negative"
"1374","draconian","negative"
"1375","draconic","negative"
"1376","drag","negative"
"1377","dragged","negative"
"1378","dragging","negative"
"1379","dragoon","negative"
"1380","drags","negative"
"1381","drain","negative"
"1382","drained","negative"
"1383","draining","negative"
"1384","drains","negative"
"1385","drastic","negative"
"1386","drastically","negative"
"1387","drawback","negative"
"1388","drawbacks","negative"
"1389","dread","negative"
"1390","dreadful","negative"
"1391","dreadfully","negative"
"1392","dreadfulness","negative"
"1393","dreary","negative"
"1394","dripped","negative"
"1395","dripping","negative"
"1396","drippy","negative"
"1397","drips","negative"
"1398","drones","negative"
"1399","droop","negative"
"1400","droops","negative"
"1401","drop-out","negative"
"1402","drop-outs","negative"
"1403","dropout","negative"
"1404","dropouts","negative"
"1405","drought","negative"
"1406","drowning","negative"
"1407","drunk","negative"
"1408","drunkard","negative"
"1409","drunken","negative"
"1410","dubious","negative"
"1411","dubiously","negative"
"1412","dubitable","negative"
"1413","dud","negative"
"1414","dull","negative"
"1415","dullard","negative"
"1416","dumb","negative"
"1417","dumbfound","negative"
"1418","dump","negative"
"1419","dumped","negative"
"1420","dumping","negative"
"1421","dumps","negative"
"1422","dunce","negative"
"1423","dungeon","negative"
"1424","dungeons","negative"
"1425","dupe","negative"
"1426","dust","negative"
"1427","dusty","negative"
"1428","dwindling","negative"
"1429","dying","negative"
"1430","earsplitting","negative"
"1431","eccentric","negative"
"1432","eccentricity","negative"
"1433","effigy","negative"
"1434","effrontery","negative"
"1435","egocentric","negative"
"1436","egomania","negative"
"1437","egotism","negative"
"1438","egotistical","negative"
"1439","egotistically","negative"
"1440","egregious","negative"
"1441","egregiously","negative"
"1442","election-rigger","negative"
"1443","elimination","negative"
"1444","emaciated","negative"
"1445","emasculate","negative"
"1446","embarrass","negative"
"1447","embarrassing","negative"
"1448","embarrassingly","negative"
"1449","embarrassment","negative"
"1450","embattled","negative"
"1451","embroil","negative"
"1452","embroiled","negative"
"1453","embroilment","negative"
"1454","emergency","negative"
"1455","emphatic","negative"
"1456","emphatically","negative"
"1457","emptiness","negative"
"1458","encroach","negative"
"1459","encroachment","negative"
"1460","endanger","negative"
"1461","enemies","negative"
"1462","enemy","negative"
"1463","enervate","negative"
"1464","enfeeble","negative"
"1465","enflame","negative"
"1466","engulf","negative"
"1467","enjoin","negative"
"1468","enmity","negative"
"1469","enrage","negative"
"1470","enraged","negative"
"1471","enraging","negative"
"1472","enslave","negative"
"1473","entangle","negative"
"1474","entanglement","negative"
"1475","entrap","negative"
"1476","entrapment","negative"
"1477","envious","negative"
"1478","enviously","negative"
"1479","enviousness","negative"
"1480","epidemic","negative"
"1481","equivocal","negative"
"1482","erase","negative"
"1483","erode","negative"
"1484","erodes","negative"
"1485","erosion","negative"
"1486","err","negative"
"1487","errant","negative"
"1488","erratic","negative"
"1489","erratically","negative"
"1490","erroneous","negative"
"1491","erroneously","negative"
"1492","error","negative"
"1493","errors","negative"
"1494","eruptions","negative"
"1495","escapade","negative"
"1496","eschew","negative"
"1497","estranged","negative"
"1498","evade","negative"
"1499","evasion","negative"
"1500","evasive","negative"
"1501","evil","negative"
"1502","evildoer","negative"
"1503","evils","negative"
"1504","eviscerate","negative"
"1505","exacerbate","negative"
"1506","exagerate","negative"
"1507","exagerated","negative"
"1508","exagerates","negative"
"1509","exaggerate","negative"
"1510","exaggeration","negative"
"1511","exasperate","negative"
"1512","exasperated","negative"
"1513","exasperating","negative"
"1514","exasperatingly","negative"
"1515","exasperation","negative"
"1516","excessive","negative"
"1517","excessively","negative"
"1518","exclusion","negative"
"1519","excoriate","negative"
"1520","excruciating","negative"
"1521","excruciatingly","negative"
"1522","excuse","negative"
"1523","excuses","negative"
"1524","execrate","negative"
"1525","exhaust","negative"
"1526","exhausted","negative"
"1527","exhaustion","negative"
"1528","exhausts","negative"
"1529","exhorbitant","negative"
"1530","exhort","negative"
"1531","exile","negative"
"1532","exorbitant","negative"
"1533","exorbitantance","negative"
"1534","exorbitantly","negative"
"1535","expel","negative"
"1536","expensive","negative"
"1537","expire","negative"
"1538","expired","negative"
"1539","explode","negative"
"1540","exploit","negative"
"1541","exploitation","negative"
"1542","explosive","negative"
"1543","expropriate","negative"
"1544","expropriation","negative"
"1545","expulse","negative"
"1546","expunge","negative"
"1547","exterminate","negative"
"1548","extermination","negative"
"1549","extinguish","negative"
"1550","extort","negative"
"1551","extortion","negative"
"1552","extraneous","negative"
"1553","extravagance","negative"
"1554","extravagant","negative"
"1555","extravagantly","negative"
"1556","extremism","negative"
"1557","extremist","negative"
"1558","extremists","negative"
"1559","eyesore","negative"
"1560","f**k","negative"
"1561","fabricate","negative"
